"Estimator","Version","etahat_0","etahat_1","rdhat","rrhat","cov_00","cov_01","cov_11","var_rd","var_rr","eta_0","eta_1","rd","rr","seed","n_trial","n_aux","run_id","replicate"
"AIPW","Naive",0.430608629525012,0.419532029205504,-0.0110766003195077,0.974276873336872,0.000251713278727192,4.71975458486009e-05,0.000393690331960356,0.000551008518990347,0.00291577202110346,0.50046211715726,0.34549597575884,-0.15496614139842,0.690353902751595,91000040,5000,5000,"hal_aipw_mc20",10
"AIPW","Proposed",0.478949934339289,0.397324436957456,-0.0816254973818323,0.829574050376613,0.000205653514497532,2.07376511826866e-05,0.000576664244418049,0.000740842456550208,0.0029808521729081,0.50046211715726,0.34549597575884,-0.15496614139842,0.690353902751595,91000040,5000,5000,"hal_aipw_mc20",10
"AIPW","Naive",0.403504004818725,0.439119397867181,0.0356153930484566,1.08826527772496,0.0026520114990692,0.000476784863167438,0.00395828386631679,0.00565672563905111,0.0372285283778158,0.49630306274192,0.342715543249034,-0.153587519492886,0.690536829161676,91000041,500,500,"hal_aipw_mc20",11
"AIPW","Proposed",0.436747247500897,0.349578169992456,-0.0871690775084416,0.800412989418411,0.00207952906568595,0.000302293667998037,0.00461930561748339,0.00609424734717326,0.0286642827193941,0.49630306274192,0.342715543249034,-0.153587519492886,0.690536829161676,91000041,500,500,"hal_aipw_mc20",11
"AIPW","Naive",0.45455204757706,0.345398923124071,-0.109153124452989,0.7598666092589,0.000257935967373754,2.42598448689353e-05,0.000336748980461036,0.000546165258096919,0.00217218711496626,0.503327243532272,0.343452384907279,-0.159874858624993,0.682363987486518,91000042,5000,500,"hal_aipw_mc20",11
"AIPW","Proposed",0.497764619158569,0.302415740299204,-0.195348878859364,0.607547681493341,0.000689585881928481,0.000332086976179286,0.000785368294939037,0.000810780224508947,0.00256846215093755,0.503327243532272,0.343452384907279,-0.159874858624993,0.682363987486518,91000042,5000,500,"hal_aipw_mc20",11
"AIPW","Naive",0.489122634162042,0.589002733443568,0.0998800992815265,1.20420257069608,0.00310634784308134,0.00125965527016496,0.00512136431578089,0.00570840161853231,0.0275543587367227,0.50646964020164,0.338551995385548,-0.167917644816092,0.668454668380045,91000043,500,5000,"hal_aipw_mc20",11
"AIPW","Proposed",0.481955650411727,0.498110149729089,0.0161544993173619,1.03351864285347,0.00213868266116585,2.40512541945333e-05,0.0131529366998814,0.0152435168526582,0.0662458931998321,0.50646964020164,0.338551995385548,-0.167917644816092,0.668454668380045,91000043,500,5000,"hal_aipw_mc20",11
"AIPW","Naive",0.45095346765578,0.354193175866211,-0.0967602917895697,0.78543176019343,0.000276350102904741,4.01486300097845e-05,0.000344718031881342,0.000540770874766513,0.00222331526145541,0.496395486173372,0.346020760576897,-0.150374725596475,0.697066694228652,91000044,5000,5000,"hal_aipw_mc20",11
"AIPW","Proposed",0.498783885563108,0.322437873145078,-0.17634601241803,0.64644805591716,0.000229711770667295,1.94125343697168e-05,0.00047337648906449,0.000664263190992352,0.0021877232240074,0.496395486173372,0.346020760576897,-0.150374725596475,0.697066694228652,91000044,5000,5000,"hal_aipw_mc20",11
